1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01,0.000000000000000000e+00,1.457810124203441082e-01,1.457810124203441082e-01,1.457810124203441082e-01
5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01,0.000000000000000000e+00,5.752119727789352099e-01,5.752119727789352099e-01,5.752119727789352099e-01
8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01,0.000000000000000000e+00,8.593771013847294471e-01,8.593771013847294471e-01,8.593771013847294471e-01
9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01,0.000000000000000000e+00,9.578131304154188230e-01,9.578131304154188230e-01,9.578131304154188230e-01
9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01,0.000000000000000000e+00,9.873439391246255914e-01,9.873439391246255914e-01,9.873439391246255914e-01
9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01,0.000000000000000000e+00,9.962031817373876441e-01,9.962031817373876441e-01,9.962031817373876441e-01
9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01,0.000000000000000000e+00,9.988609545212160379e-01,9.988609545212160379e-01,9.988609545212160379e-01
9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01,0.000000000000000000e+00,9.996582863563647781e-01,9.996582863563647781e-01,9.996582863563647781e-01
9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,9.998974859069094112e-01,6.999999999999999556e-01,2.998974859069094001e-01,9.998974859069094112e-01,9.998974859069094112e-01
9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.999692457720728012e-01,9.100000000000000311e-01,7.899692457720727257e-01,9.999692457720728012e-01,9.999692457720728012e-01
