1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02,1.793255160764430090e-02
5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01,5.141118315081508738e-01
8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01,8.397096399261541055e-01
9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01,9.519128919778460096e-01
9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01,9.855738675933539694e-01
9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01,9.956721602780059799e-01
9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01,9.987016480834017829e-01
9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01,9.996104944250203683e-01
9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01,9.998831483275060217e-01
9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01,9.999649444982517954e-01
